Domain Name,Domain Type,Agency,City,State
isyfact.de,Federal Agency,Bundesverwaltungsamt,,
isyfact-standards.de,Federal Agency,Bundesverwaltungsamt,,
itzbund.de,Federal Agency,Informationstechnikzentrum Bund,,
iud.bundeswehr.de,Federal Agency,"Bundesamt für Infrastruktur, Umweltschutz und Dienstleistungen der Bundeswehr",,
jakob-kaiser-haus.de,Federal Agency,Bundestag,,
jki.bund.de,Federal Agency,"Julius-Kühn Institut, Bundesforschungsinstitut für Kulturpflanzen",,
job3punkt0.de,Federal Agency,Bundesministerium für Arbeit und Soziales,,
job3punktnull.de,Federal Agency,Bundesministerium für Arbeit und Soziales,,
jobcenterreform.de,Federal Agency,Bundesministerium für Arbeit und Soziales,,
jobcenterservice.de,Federal Agency,Bundesministerium für Arbeit und Soziales,,
jobcentersuche.de,Federal Agency,Bundesministerium für Arbeit und Soziales,,
job-drei-null.de,Federal Agency,Bundesministerium für Arbeit und Soziales,,
jobdreipunktnull.de,Federal Agency,Bundesministerium für Arbeit und Soziales,,
jobsohnebarrieren.de,Federal Agency,Bundesministerium für Arbeit und Soziales,,
jugendinarbeit.de,Federal Agency,Bundesministerium für Arbeit und Soziales,,
kba.de,Federal Agency,Kraftfahrt-Bundesamt,,
kbst.bund.de,Federal Agency,Der Beauftragte der Bundesregierung für Informationstechnik,,
kfw-foerderbank.de,Federal Agency,KfW-Kommunalbank,,
kinderkommission.de,Federal Agency,Bundestag,,
kkr.bund.de,Federal Agency,Kompetenzzentrum für das Kassen- und Rechnungswesen des Bundes,,
klimadaten.eu,Federal Agency,Deutscher Wetterdienst,,
klimadeutschland.de,Federal Agency,Deutscher Wetterdienst,,
klimagutachten.eu,Federal Agency,Deutscher Wetterdienst,,
klimamonitoring.de,Federal Agency,Deutscher Wetterdienst,,
klimaservices.de,Federal Agency,Deutscher Wetterdienst,,
klimaueberwachung.de,Federal Agency,Deutscher Wetterdienst,,
klimaueberwachung.eu,Federal Agency,Deutscher Wetterdienst,,
kliwas.de,Federal Agency,Deutscher Wetterdienst,,
kulturstaatsminister.de,Federal Agency,Die Beauftragte der Bundesregierung für Kultur und Medien,,
kunst-im-bundestag.de,Federal Agency,Bundestag,,
kuppel-kucker.de,Federal Agency,Bundestag,,
kuppel-kucker.info,Federal Agency,Bundestag,,
kuppel-kucker.org,Federal Agency,Bundestag,,
lba.de,Federal Agency,Luftfahrt-Bundesamt,,
lebenslagen-in-deutschland.de,Federal Agency,Bundesministerium für Arbeit und Soziales,,
leitfadeninklusion.de,Federal Agency,Bundesministerium für Arbeit und Soziales,,
lernplattform.bund.de,Federal Agency,Hochschule des Bundes für öffentliche Verwaltung,,
lohntarifpaket.de,Federal Agency,Bundesministerium für Arbeit und Soziales,,
mad.bundeswehr.de,Federal Agency,Amt für den Militärischen Abschirmdienst,,
marie-elisabeth-lueders-haus.de,Federal Agency,Bundestag,,
mauer-mahnmal.de,Federal Agency,Bundestag,,
m.budget.bmas.de,Federal Agency,Bundesministerium für Arbeit und Soziales,,
medizinwetter.eu,Federal Agency,Deutscher Wetterdienst,,
meincomeback.de,Federal Agency,Bundesministerium für Arbeit und Soziales,,
mein-comeback.info,Federal Agency,Bundesministerium für Arbeit und Soziales,,
m.einfachteilhaben.de,Federal Agency,Bundesministerium für Arbeit und Soziales,,
meinmicrocredit.com,Federal Agency,Bundesministerium für Arbeit und Soziales,,
meinmicrocredit.de,Federal Agency,Bundesministerium für Arbeit und Soziales,,
meinmicrocredit.eu,Federal Agency,Bundesministerium für Arbeit und Soziales,,
mein-microkredit.com,Federal Agency,Bundesministerium für Arbeit und Soziales,,
meinmicrokredit.de,Federal Agency,Bundesministerium für Arbeit und Soziales,,
mein-microkredit.eu,Federal Agency,Bundesministerium für Arbeit und Soziales,,
meinmicrokredit.org,Federal Agency,Bundesministerium für Arbeit und Soziales,,
meinmikrocredit.com,Federal Agency,Bundesministerium für Arbeit und Soziales,,
meinmikrocredit.de,Federal Agency,Bundesministerium für Arbeit und Soziales,,
meinmikrocredit.eu,Federal Agency,Bundesministerium für Arbeit und Soziales,,
mein-mikrokredit.com,Federal Agency,Bundesministerium für Arbeit und Soziales,,
meinmikrokredit.de,Federal Agency,Bundesministerium für Arbeit und Soziales,,
mein-mikrokredit.eu,Federal Agency,Bundesministerium für Arbeit und Soziales,,
mein-mikrokredit.org,Federal Agency,Bundesministerium für Arbeit und Soziales,,
met4aviation.com,Federal Agency,Deutscher Wetterdienst,,
met4aviation.de,Federal Agency,Deutscher Wetterdienst,,
met4aviation.eu,Federal Agency,Deutscher Wetterdienst,,
met4pilot.com,Federal Agency,Deutscher Wetterdienst,,
met4pilot.de,Federal Agency,Deutscher Wetterdienst,,
met4pilot.eu,Federal Agency,Deutscher Wetterdienst,,
meteoalarm.de,Federal Agency,Deutscher Wetterdienst,,
metlis.eu,Federal Agency,Deutscher Wetterdienst,,
mindestlohn-gilt.de,Federal Agency,Bundesministerium für Arbeit und Soziales,,
mindestlohn-kommt.de,Federal Agency,Bundesministerium für Arbeit und Soziales,,
mindestlohn-wirkt.de,Federal Agency,Bundesministerium für Arbeit und Soziales,,
ministere-federal-des-finances.de,Federal Agency,Bundesministerium der Finanzen,,
mit-mischen.de,Federal Agency,Bundestag,,
mitmischen.tv,Federal Agency,Bundestag,,
mitneuemmut.de,Federal Agency,Bundesministerium für Arbeit und Soziales,,
mks-dialog.de,Federal Agency,Bundesministerium für Verkehr und digitale Infrastruktur,,
mobil.budget.bmas.de,Federal Agency,Bundesministerium für Arbeit und Soziales,,
mobil.einfachteilhaben.de,Federal Agency,Bundesministerium für Arbeit und Soziales,,
monitoring-esf.de,Federal Agency,Bundesministerium für Arbeit und Soziales,,
mo-ro.net,Federal Agency,Bundesministerium für Verkehr und digitale Infrastruktur,,
mo-ro.org,Federal Agency,Bundesministerium für Verkehr und digitale Infrastruktur,,
mri.bund.de,Federal Agency,"Max Rubner-Institut, Bundesforschungsinstitut für Ernährung und Lebensmittel",,
naturgefahrenforschung.de,Federal Agency,Deutscher Wetterdienst,,
netzallianzdeutschland.de,Federal Agency,Bundesministerium für Verkehr und digitale Infrastruktur,,
netzallianz-digitales-deutschland.de,Federal Agency,Bundesministerium für Verkehr und digitale Infrastruktur,,
netzwerk-alleinerziehende.de,Federal Agency,Bundesministerium für Arbeit und Soziales,,
netzwerke-alleinerziehende.de,Federal Agency,Bundesministerium für Arbeit und Soziales,,
neuekulturderarbeit.de,Federal Agency,Bundesministerium für Arbeit und Soziales,,
neue-qualitaet-der-arbeit.de,Federal Agency,Bundesministerium für Arbeit und Soziales,,
neues-jobcenter.de,Federal Agency,Bundesministerium für Arbeit und Soziales,,
oberpruefungsamt.de,Federal Agency,Bundesministerium für Verkehr und digitale Infrastruktur,,
ohnedichkeinwir.de,Federal Agency,Bundesministerium für Arbeit und Soziales,,
ombudsrad.de,Federal Agency,Bundesministerium für Arbeit und Soziales,,
ombudsrat.de,Federal Agency,Bundesministerium für Arbeit und Soziales,,
ombudsrat.info,Federal Agency,Bundesministerium für Arbeit und Soziales,,
ombudsrat.net,Federal Agency,Bundesministerium für Arbeit und Soziales,,
ombudsrat.org,Federal Agency,Bundesministerium für Arbeit und Soziales,,
orghandbuch.de,Federal Agency,Bundesverwaltungsamt,,
oss.bund.de,Federal Agency,Sozialwerk der Inneren Verwaltung des Bundes e.V.,,
ostseeparlamentarierkonferenz2007.de,Federal Agency,Bundestag,,
ostseeparlamentarierkonferenz.de,Federal Agency,Bundestag,,
parlamentsfernsehen.de,Federal Agency,Bundestag,,
parlaments-profi.de,Federal Agency,Bundestag,,
paul-loebe-haus.de,Federal Agency,Bundestag,,
pcmet.com,Federal Agency,Deutscher Wetterdienst,,
pcmet.de,Federal Agency,Deutscher Wetterdienst,,
pc-met.eu,Federal Agency,Deutscher Wetterdienst,,
pei.de,Federal Agency,Paul Ehrlich Institut Bundesinstitut für Impfstoffe und biomedizinische Arzneimittel,,
personalausweisportal.de,Federal Agency,Bundesverwaltungsamt,,
personenstandsrecht.de,Federal Agency,Bundesministerium des Innern,,
polizei.de,Federal Agency,Bundeskriminalamt,,
polizei-deutschland.de,Federal Agency,Bundeskriminalamt,,
polizei-deutschland.eu,Federal Agency,Bundeskriminalamt,,
polizei-info.de,Federal Agency,Bundeskriminalamt,,
pollenflugvorhersage.eu,Federal Agency,Deutscher Wetterdienst,,
projekt-e-demokratie.de,Federal Agency,Bundestag,,
projekt-persoenliches-budget.de,Federal Agency,Bundesministerium für Arbeit und Soziales,,
psyga-check.de,Federal Agency,Bundesministerium für Arbeit und Soziales,,
ptb.de,Federal Agency,Physikalisch-Technische Bundesanstalt,,
punktereform.de,Federal Agency,Bundesministerium für Verkehr und digitale Infrastruktur,,
radwegdeutscheeinheit.de,Federal Agency,Bundesministerium für Verkehr und digitale Infrastruktur,,
raps-benchmark.de,Federal Agency,Deutscher Wetterdienst,,
rccra6.org,Federal Agency,Deutscher Wetterdienst,,
registerfactory.de,Federal Agency,Bundesverwaltungsamt,,
reichstag.eu,Federal Agency,Bundestag,,
reichstagsgebaeude.de,Federal Agency,Bundestag,,
reichstagsgebaeude.eu,Federal Agency,Bundestag,,
rentenpaket.de,Federal Agency,Bundesministerium für Arbeit und Soziales,,
rentenreformpaket.de,Federal Agency,Bundesministerium für Arbeit und Soziales,,
rki.de,Federal Agency,Robert Koch-Institut,,
rth-offenbach.eu,Federal Agency,Deutscher Wetterdienst,,
seewis.de,Federal Agency,Deutscher Wetterdienst,,
seewis.eu,Federal Agency,Deutscher Wetterdienst,,
segelflugwetter.de,Federal Agency,Deutscher Wetterdienst,,
segelflugwetter.eu,Federal Agency,Deutscher Wetterdienst,,
selberhandeln.de,Federal Agency,Bundesministerium für Arbeit und Soziales,,
sgb2.com,Federal Agency,Bundesministerium für Arbeit und Soziales,,
sgb2.eu,Federal Agency,Bundesministerium für Arbeit und Soziales,,
sgb2.info,Federal Agency,Bundesministerium für Arbeit und Soziales,,
sgb2-kennzahlen.de,Federal Agency,Bundesministerium für Arbeit und Soziales,,
sgb2.net,Federal Agency,Bundesministerium für Arbeit und Soziales,,
sgb2.org,Federal Agency,Bundesministerium für Arbeit und Soziales,,
sgb2-reform.de,Federal Agency,Bundesministerium für Arbeit und Soziales,,
sgbii.com,Federal Agency,Bundesministerium für Arbeit und Soziales,,
sgbii.eu,Federal Agency,Bundesministerium für Arbeit und Soziales,,
sgbii-kennzahlen.de,Federal Agency,Bundesministerium für Arbeit und Soziales,,
sgbii.net,Federal Agency,Bundesministerium für Arbeit und Soziales,,
sgbii.org,Federal Agency,Bundesministerium für Arbeit und Soziales,,
sgbzwei.com,Federal Agency,Bundesministerium für Arbeit und Soziales,,
sgbzwei.de,Federal Agency,Bundesministerium für Arbeit und Soziales,,
sgbzwei.eu,Federal Agency,Bundesministerium für Arbeit und Soziales,,
sgbzwei.info,Federal Agency,Bundesministerium für Arbeit und Soziales,,
sgbzwei.net,Federal Agency,Bundesministerium für Arbeit und Soziales,,
sgbzwei.org,Federal Agency,Bundesministerium für Arbeit und Soziales,,
xn--sicher-selbstndig-2qb.de,Federal Agency,Bundesministerium für Arbeit und Soziales,,
so-klingt-europa.de,Federal Agency,Bundesministerium der Finanzen,,
sozialbeirat.de,Federal Agency,Bundesministerium für Arbeit und Soziales,,
soziale-entschaedigung.de,Federal Agency,Bundesministerium für Arbeit und Soziales,,
sozialministerium.eu,Federal Agency,Bundesministerium für Arbeit und Soziales,,
sozialpolitische-informationen.de,Federal Agency,Bundesministerium für Arbeit und Soziales,,
sozialversicherungswahlen.de,Federal Agency,Bundesministerium für Arbeit und Soziales,,
sozialwahl2011.de,Federal Agency,Bundesministerium für Arbeit und Soziales,,
sozialwerk.bund.de,Federal Agency,Sozialwerk der Inneren Verwaltung des Bundes e.V.,,
stabile-finanzmaerkte.de,Federal Agency,Bundesministerium der Finanzen,,
stabile-haushalte.de,Federal Agency,Bundesministerium der Finanzen,,
stabiler-euro.de,Federal Agency,Bundesministerium der Finanzen,,
tagderjobcenter.de,Federal Agency,Bundesministerium für Arbeit und Soziales,,
technisches-referendariat.de,Federal Agency,Bundesministerium für Verkehr und digitale Infrastruktur,,
teilzeit-info.de,Federal Agency,Bundesministerium für Arbeit und Soziales,,
testa-de.net,Federal Agency,Bundesverwaltungsamt,,
the-unseen.org,Federal Agency,Bundesministerium für Arbeit und Soziales,,
thw.de,Federal Agency,Bundesanstalt Technisches Hilfswerk,,
tln-mobility.eu,Federal Agency,Bundesministerium für Arbeit und Soziales,,
trivis.de,Federal Agency,Deutscher Wetterdienst,,
umweltbundesamt.de,Federal Agency,Umweltbundesamt,,
un-behindertenrechtskonvention.de,Federal Agency,Bundesministerium für Arbeit und Soziales,,
uniohneabi.de,Federal Agency,Bundesministerium für Arbeit und Soziales,,
un-koordinierungsstelle.de,Federal Agency,Bundesministerium für Arbeit und Soziales,,
unsere-rente.com,Federal Agency,Bundesministerium für Arbeit und Soziales,,
unsere-rente.info,Federal Agency,Bundesministerium für Arbeit und Soziales,,
unternehmensservice-demografie.de,Federal Agency,Bundesministerium für Arbeit und Soziales,,
unternehmensservice-demographie.de,Federal Agency,Bundesministerium für Arbeit und Soziales,,
unternehmens-wert-mensch.de,Federal Agency,Bundesministerium für Arbeit und Soziales,,
usd-portal.de,Federal Agency,Bundesministerium für Arbeit und Soziales,,
uv-index.de,Federal Agency,Deutscher Wetterdienst,,
uv-index.eu,Federal Agency,Deutscher Wetterdienst,,
vereintaktiv.de,Federal Agency,Bundesministerium für Arbeit und Soziales,,
xn--vereint-fr-gemeinsame-bildung-tbd.de,Federal Agency,Bundesministerium für Arbeit und Soziales,,
xn--vereint-fr-gleiche-bildung-6zc.de,Federal Agency,Bundesministerium für Arbeit und Soziales,,
vereint-fuer-gemeinsame-bildung.de,Federal Agency,Bundesministerium für Arbeit und Soziales,,
vereint-fuer-gleiche-bildung.de,Federal Agency,Bundesministerium für Arbeit und Soziales,,
verfassungsschutz.de,Federal Agency,Bundesamt für Verfassungsschutz,,
verkehrsminister.de,Federal Agency,Bundesministerium für Verkehr und digitale Infrastruktur,,
verkehrsministerium.de,Federal Agency,Bundesministerium für Verkehr und digitale Infrastruktur,,
vertreterdesbundesinteresses.de,Federal Agency,Vertreter des Bundesinteresses beim Bundesverwaltungsgericht,,
verwaltungsmodernisierung.de,Federal Agency,Bundesverwaltungsamt,,
verwaltungsservicezentrum.de,Federal Agency,Bundesverwaltungsamt,,
vgisc.eu,Federal Agency,Deutscher Wetterdienst,,
vier-punkt-null.de,Federal Agency,Bundesministerium für Arbeit und Soziales,,
v-modell-xt.de,Federal Agency,Bundesverwaltungsamt,,
vti.bund.de,Federal Agency,"Johann Heinrich von Thünen-Institut, Bundesforschungsinstitut für Ländliche Räume, Wald und Fischerei",,
w3-indikatoren.de,Federal Agency,Bundestag,,
w3-wohlstandsindikatoren.de,Federal Agency,Bundestag,,
was-ist-gute-arbeit.de,Federal Agency,Bundesministerium für Arbeit und Soziales,,
wdrei-indikatoren.de,Federal Agency,Bundestag,,
wdrei-wohlstandsindikatoren.de,Federal Agency,Bundestag,,
we-are-open.info,Federal Agency,Bundesministerium für Arbeit und Soziales,,
wehrbeauftragter.de,Federal Agency,Bundestag,,
wettergefahren.de,Federal Agency,Deutscher Wetterdienst,,
wettergefahren.eu,Federal Agency,Deutscher Wetterdienst,,
wetterlexikon.eu,Federal Agency,Deutscher Wetterdienst,,
wetterwarnungen.eu,Federal Agency,Deutscher Wetterdienst,,
whochdrei-indikatoren.de,Federal Agency,Bundestag,,
whochdrei-wohlstandsindikatoren.de,Federal Agency,Bundestag,,
wiewerdenwirarbeiten.de,Federal Agency,Bundesministerium für Arbeit und Soziales,,
wiewollenwirarbeiten.de,Federal Agency,Bundesministerium für Arbeit und Soziales,,
willkommenindeutschland.info,Federal Agency,Bundesministerium für Arbeit und Soziales,,
wsv.de,Federal Agency,Generaldirektion Wasserstraßen und Schifffahrt,,
wwis.dwd.de,Federal Agency,Deutscher Wetterdienst,,
wwwbund.de,Federal Agency,Bundesverwaltungsamt,,
x500.bund.de,Federal Agency,Bundesamt für Sicherheit in der Informationstechnik,,
xenos-de.de,Federal Agency,Bundesministerium für Arbeit und Soziales,,
yesweareopen.de,Federal Agency,Bundesministerium für Arbeit und Soziales,,
yes-we-are-open.info,Federal Agency,Bundesministerium für Arbeit und Soziales,,
zehnte-ddr-volkskammer.de,Federal Agency,Bundestag,,
zielvereinbarungsregister.de,Federal Agency,Bundesministerium für Arbeit und Soziales,,
zivildienst.de,Federal Agency,Bundesamt für Familie und zivilgesellschaftliche Aufgaben,,
zoll.de,Federal Agency,Bundesministerium der Finanzen,,
zukunftbreitband.de,Federal Agency,Bundesministerium für Verkehr und digitale Infrastruktur,,
zuwes.de,Federal Agency,Bundesverwaltungsamt,,
84098-hohenthann.de,City,Non-Federal Agency,Hohenthann,BY
95186-hoechstaedt.de,City,Non-Federal Agency,Höchstädt im Fichtelgebirge,BY
aach.de,City,Non-Federal Agency,Aach,BW
aachen.de,City,Non-Federal Agency,Aachen,NW
aalen.de,City,Non-Federal Agency,Aalen,BW
aarbergen.de,City,Non-Federal Agency,Aarbergen,HE
abenberg.de,City,Non-Federal Agency,Abenberg,BY
abensberg.de,City,Non-Federal Agency,Abensberg,BY
abentheuer.de,City,Non-Federal Agency,Abentheuer,RP
absberg.de,City,Non-Federal Agency,Absberg,BY
abstatt.de,City,Non-Federal Agency,Abstatt,BW
abtsgmuend.de,City,Non-Federal Agency,Abtsgmünd,BW
abtsteinach.de,City,Non-Federal Agency,Abtsteinach,HE
abtswind.de,City,Non-Federal Agency,Abtswind,BY
achberg.de,City,Non-Federal Agency,Achberg,BW
achern.de,City,Non-Federal Agency,Achern,BW
achim.de,City,Non-Federal Agency,Achim,NI
achslach.de,City,Non-Federal Agency,Achslach,BY
achstetten.de,City,Non-Federal Agency,Achstetten,BW
achterwehr.de,City,Non-Federal Agency,Achterwehr,SH
achtrup.de,City,Non-Federal Agency,Achtrup,SH
adelberg.de,City,Non-Federal Agency,Adelberg,BW
adelebsen.de,City,Non-Federal Agency,Adelebsen,NI
adelmannsfelden.de,City,Non-Federal Agency,Adelmannsfelden,BW
adelsdorf.de,City,Non-Federal Agency,Adelsdorf,BY
adelsheim.de,City,Non-Federal Agency,Adelsheim,BW
adelshofen.de,City,Non-Federal Agency,Adelshofen,BY
adelsried.de,City,Non-Federal Agency,Adelsried,BY
adelzhausen.de,City,Non-Federal Agency,Adelzhausen,BY
adenau.de,City,Non-Federal Agency,Dorsel,RP
adendorf.de,City,Non-Federal Agency,Adendorf,NI
adlkofen.de,City,Non-Federal Agency,Adlkofen,BY
